city_ascii,lat,lng,division
Chicxulub Puerto,21.2939,-89.6083,Yucatan
Ciudad Guzman,19.7,-103.4667,Jalisco
Tecax,20.2019,-89.2881,Yucatan
Taxco de Alarcon,18.5564,-99.605,Guerrero
San Jose del Cabo,23.0614,-109.7081,Baja California Sur
Santa Cruz Xoxocotlan,17.0264,-96.7333,Oaxaca
Teziutlan,19.8178,-97.3667,Puebla
Playas de Rosarito,32.35,-117.05,Baja California
Paraiso,18.3961,-93.2128,Tabasco
Santa Rosa Jauregui,20.7418,-100.4473,Queretaro
Guasavito,25.5655,-108.4718,Sinaloa
Tepeji del Rio de Ocampo,19.9039,-99.3414,Hidalgo
Patzcuaro,19.5164,-101.6097,Michoacan
Agua Prieta,31.3258,-109.5489,Sonora
Sahuayo de Morelos,20.0575,-102.7239,Michoacan
Temoaya,19.4686,-99.5933,Morelos
Villa Victoria,19.4333,-100,Estado de Mexico
Ciudad de Huajuapam de Leon,17.8039,-97.7758,Oaxaca
Valle Alto,25.5667,-100.25,Nuevo Leon
Ixmiquilpan,20.4861,-99.2589,Hidalgo
San Juan de los Lagos,21.2458,-102.3308,Jalisco
Purisima de Bustos,21.0333,-101.8667,Guanajuato
Zapotlanejo,20.6228,-103.0689,Jalisco
Tepotzotlan,19.7161,-99.2236,Estado de Mexico
Comonfort,20.7167,-100.7667,Guanajuato
Santa Catarina Otzolotepec,18.5667,-97.25,Puebla
Juventino Rosas,20.65,-101,Guanajuato
Santo Domingo Tehuantepec,16.3184,-95.2478,Oaxaca
Apaseo el Alto,20.45,-100.6167,Guanajuato
Santiago Tianguistenco,19.1797,-99.4706,Estado de Mexico
San Juan de Sabinas,27.9167,-101.3,Coahuila de Zaragoza
Ocoyoacac,19.2739,-99.4606,Morelos
Puerto Penasco,31.3167,-113.5369,Sonora
Heroica Caborca,30.7167,-112.15,Sonora
Montemorelos,25.1872,-99.8267,Nuevo Leon
Autlan de Navarro,19.7667,-104.3667,Jalisco
Uriangato,20.1333,-101.1667,Guanajuato
Huehuetoca,19.8342,-99.2033,Estado de Mexico
Tlaltenango de Sanchez Roman,21.7815,-103.3059,Zacatecas
Ciudad Cuauhtemoc,22.1833,-97.8333,Veracruz
Jerez de Garcia Salinas,22.6481,-102.9903,Zacatecas
Santiago Tuxtla,18.4654,-95.3,Veracruz
Acambay,19.9539,-99.8431,Estado de Mexico
Amealco,20.1881,-100.1439,Queretaro
Jocotitlan,19.7072,-99.7867,Estado de Mexico
Tequisquiapan,20.5206,-99.8958,Queretaro
Ixhuatlan de Madero,20.6833,-98.0167,Veracruz
Progreso,21.28,-89.67,Yucatan
Encarnacion de Diaz,21.5167,-102.2333,Jalisco
Pijijiapan,15.6867,-93.2092,Chiapas
San Jose Villa de Allende,19.3747,-100.1475,Estado de Mexico
Berriozabal,16.7993,-93.2725,Chiapas
Santa Lucia del Camino,17.0667,-96.6833,Oaxaca
Tepeapulco,19.7856,-98.5517,Hidalgo
Guacharachi,27.15,-107.3167,Chihuahua
San Pedro Mixtepec,16,-97.1169,Oaxaca
Mapastepec,15.4198,-92.9492,Chiapas
Santa Ana Chiautempan,19.3167,-98.1833,Tlaxcala
Calimaya,19.1608,-99.6172,Estado de Mexico
San Francisco de los Romo,22.0833,-102.2667,Aguascalientes
Jocotepec,20.1667,-103.2833,Jalisco
Ciudad Constitucion,25.0322,-111.6703,Baja California Sur
Cuautepec de Hinojosa,20.15,-98.4333,Hidalgo
Actopan,19.5036,-96.6192,Veracruz
Tres Valles,18.2367,-96.1369,Veracruz
Petatlan,17.5383,-101.2739,Guerrero
Simojovel de Allende,17.15,-92.7167,Chiapas
Zongolica,18.6642,-97.0011,Veracruz
Nuevo Mexico,20.75,-103.433,Jalisco
Pedro Celestino Negrete,24.726,-102.984,Durango
Hueyapan de Ocampo,18.15,-95.15,Veracruz
Jesus Maria,21.9667,-102.35,Aguascalientes
Atenco,19.5167,-98.9167,Estado de Mexico
Tepalcatepec,19.1833,-102.85,Michoacan
Tequila,20.8794,-103.8356,Jalisco
Camargo,27.667,-105.167,Chihuahua
Penjamo,20.4311,-101.7222,Guanajuato
Yecapixtla,18.8833,-98.865,Morelos
Matias Romero,16.8798,-95.0391,Oaxaca
Villa del Carbon,19.7272,-99.5417,Estado de Mexico
Tlalixcoyan,18.8031,-96.0611,Veracruz
Apan,19.7,-98.4333,Hidalgo
Galeana,24.8333,-100.0667,Nuevo Leon
Melchor Ocampo,19.7083,-99.1444,Estado de Mexico
San Felipe Orizatlan,21.1719,-98.6064,Hidalgo
Ciudad Manuel Doblado,20.7303,-101.9533,Guanajuato
Yajalon,17.1852,-92.3272,Chiapas
Mixquiahuala de Juarez,20.2311,-99.2131,Hidalgo
Santiago,25.4333,-100.1333,Nuevo Leon
San Blas,21.5397,-105.2856,Nayarit
Compostela,21.2389,-104.9,Nayarit
Sayula,19.8836,-103.5972,Jalisco
Zacatepec,18.6833,-99.1833,Morelos
Tamuin,22,-98.7833,San Luis Potosi
Siltepec,15.55,-92.3333,Chiapas
Bochil,16.9953,-92.8903,Chiapas
Acaxochitlan,20.1667,-98.2,Hidalgo
Zimapan,20.7333,-99.3833,Hidalgo
Temascalapa,19.8,-98.9,Hidalgo
Coatepec Harinas,18.9,-99.7167,Estado de Mexico
Capulhuac,19.2,-99.4667,Estado de Mexico
Tuzantan,15.15,-92.4167,Chiapas
Jaral del Progreso,20.3667,-101.0667,Guanajuato
Turicato,19.05,-101.4167,Michoacan
El Oro de Hidalgo,19.8008,-100.1314,Morelos
Temascaltepec de Gonzalez,19.0433,-100.0414,Estado de Mexico
Tecozautla,20.5333,-99.6333,Hidalgo
Atotonilco de Tula,20.05,-99.1833,Hidalgo
Amatenango de la Frontera,15.4333,-92.1167,Chiapas
Villa Donato Guerra,19.3083,-100.1422,Estado de Mexico
Cihuatlan,19.25,-104.5667,Jalisco
San Rafael,20.1889,-96.8658,Veracruz
Pabellon de Arteaga,22.15,-102.2667,Aguascalientes
San Salvador,20.2833,-99.0153,Hidalgo
Las Rosas,16.3556,-92.3672,Chiapas
Zacoalco de Torres,20.2333,-103.5833,Jalisco
Villa Luvianos,18.92,-100.2983,Estado de Mexico
San Felipe Jalapa de Diaz,18.0716,-96.5352,Oaxaca
Xochistlahuaca,16.7914,-98.2419,Guerrero
Nochistlan de Mejia,21.3642,-102.8464,Zacatecas
Tlalpujahua de Rayon,19.805,-100.1744,Estado de Mexico
Salinas Victoria,25.9667,-100.3,Nuevo Leon
Atlautla,19,-98.7167,Estado de Mexico
Tehuipango,18.5167,-97.05,Veracruz
Ozumba,19.0392,-98.7936,Estado de Mexico
San Martin Hidalgo,20.435,-103.9286,Jalisco
San Juan Guichicovi,16.9667,-95.0833,Oaxaca
Zempoala,19.9167,-98.6667,Hidalgo
Huaquechula,18.7667,-98.55,Puebla
Atitalaquia,20.0583,-99.2208,Hidalgo
Tepehuacan de Guerrero,21.0131,-98.8442,Hidalgo
San Agustin Tlaxiaca,20.1144,-98.8867,Hidalgo
Xalatlaco,19.1811,-99.4164,Estado de Mexico
Tlaxcoapan,20.0953,-99.22,Hidalgo
Sabanilla,17.2833,-92.55,Chiapas
Amatepec,18.65,-100.15,Estado de Mexico
Jaltenco,19.7511,-99.0931,Estado de Mexico
Ocuilan de Arteaga,19,-99.4,Estado de Mexico
Santiago Papasquiaro,25.0439,-105.4192,Durango
Zacualtipan,20.65,-98.65,Hidalgo
Alamos,27.0275,-108.94,Sonora
Cuajinicuilapa,16.4717,-98.4153,Guerrero
Huejotzingo,19.1594,-98.4073,Puebla
Felipe Carrillo Puerto,19.5786,-88.0453,Quintana Roo
Cueramaro,20.6258,-101.6739,Guanajuato
Tepetlaoxtoc,19.5731,-98.8203,Estado de Mexico
Pinal de Amoles,21.1342,-99.4586,Queretaro
Santa Maria Tonameca,15.7458,-96.5472,Oaxaca
Doctor Mora,21.1425,-100.3192,Guanajuato
Sultepec,18.8667,-99.95,Estado de Mexico
Aquila,18.5833,-103.5167,Michoacan
La Huerta,19.4833,-104.65,Jalisco
San Agustin Loxicha,16.0167,-96.6167,Oaxaca
Tecolutla,20.4797,-97.01,Veracruz
Nava,28.4214,-100.7675,Coahuila de Zaragoza
Tlacolula,20,-97,Veracruz
San Miguel Ocotenco,18.9833,-97.45,Puebla
Ciudad Serdan,18.9833,-97.45,Puebla
San Juan Cotzocon,17.1667,-95.7833,Oaxaca
Juchitepec,19.0997,-98.8792,Estado de Mexico
Soledad Atzompa,18.755,-97.1522,Veracruz
Ahualulco de Mercado,20.6992,-103.9556,Jalisco
Tototlan,20.5333,-102.7833,Jalisco
Tamiahua,21.2794,-97.4469,Veracruz
Cuilapan de Guerrero,16.9972,-96.7817,Oaxaca
San Miguel de Papasquiaro,24.8304,-105.34,Durango
Magdalena,20.9092,-103.9803,Jalisco
Yahualica de Gonzalez Gallo,21.1781,-102.886,Jalisco
Tecali,18.9011,-97.97,Puebla
Huautla,21.0308,-98.285,Hidalgo
Puente Nacional,19.3333,-96.4833,Veracruz
Santa Ana Nextlalpan,19.7167,-99.0667,Estado de Mexico
Acatlan,20.4242,-103.6014,Jalisco
Yahualica,20.9531,-98.38,Hidalgo
Alvarado,18.7811,-95.7572,Veracruz
Tepexi de Rodriguez,18.5797,-97.9267,Puebla
Chapa de Mota,19.8144,-99.5269,Estado de Mexico
Jalpan,21.2167,-99.4725,Queretaro
Axapusco,19.7194,-98.7972,Estado de Mexico
Ocotlan de Morelos,16.7914,-96.675,Oaxaca
San Martin de las Piramides,19.7333,-98.8167,Estado de Mexico
La Resolana,19.6031,-104.4362,Jalisco
Acatic,20.7803,-102.91,Jalisco
Santa Maria Chilchotla,18.2333,-96.8167,Oaxaca
Senguio,19.7539,-100.3377,Michoacan
Tepezala,22.2167,-102.1667,Aguascalientes
Comala,19.3208,-103.7603,Colima
Viesca,25.35,-102.8,Coahuila de Zaragoza
Allende,28.3333,-100.8333,Coahuila de Zaragoza
Chachahuantla,20.2756,-98.1503,Hidalgo
Chapulhuacan,21.1547,-98.9039,Hidalgo
San Felipe,31.0275,-114.8353,Baja California
Colonia General Felipe Angeles,23.9167,-104.6,Durango
Villa Hidalgo,21.6667,-102.6,Jalisco
Cruz Grande,16.7333,-99.1333,Guerrero
Metztitlan,20.6,-98.7667,Hidalgo
Naranjos,21.3472,-97.6833,Veracruz
El Arenal,20.7754,-103.6935,Jalisco
Comapa,19.1667,-96.8666,Veracruz
Huanimaro,20.3675,-101.4969,Guanajuato
Lerdo de Tejada,18.638,-95.5085,Veracruz
Calvillo,21.85,-102.7167,Aguascalientes
Tapalpa,19.9445,-103.7585,Jalisco
Amatan,17.3715,-92.818,Chiapas
Jamiltepec,16.2783,-97.82,Oaxaca
Huehuetla,20.1039,-97.6251,Puebla
Santa Ana Jilotzingo,19.5333,-99.4,Estado de Mexico
Ixtlahuacan del Rio,20.8667,-103.25,Jalisco
Tlalnelhuayocan,19.5667,-96.9667,Veracruz
Cuquio,20.9275,-103.0239,Jalisco
Atlapexco,21.0042,-98.5056,Hidalgo
Landa de Matamoros,21.1819,-99.3203,Queretaro
Victoria,21.2122,-100.2144,Guanajuato
Tepetlixpa,19.0006,-98.8178,Estado de Mexico
Filomeno Mata,20.2,-97.7,Veracruz
Santa Cruz Zenzontepec,16.5333,-97.5,Oaxaca
Moloacan,17.9833,-94.35,Veracruz
Asuncion Nochixtlan,17.4592,-97.2261,Oaxaca
San Blas Atempa,16.3167,-95.2167,Oaxaca
San Jose Tenango,18.15,-96.7333,Oaxaca
Acatlan,20.1444,-98.4383,Hidalgo
Xochiatipan de Castillo,20.8333,-98.285,Hidalgo
Cuautitlan,19.4333,-104.3,Jalisco
Zapotlan del Rey,20.4674,-102.9248,Jalisco
Union de San Antonio,21.1272,-102.0061,Jalisco
San Bartolo Tutotepec,20.4,-98.2,Hidalgo
Tlahuelilpan,20.1297,-99.2286,Hidalgo
Santos Reyes Nopala,16.1,-97.15,Oaxaca
Totutla,19.2167,-96.9667,Veracruz
Ziracuaretiro,19.4189,-101.9088,Michoacan
Pisaflores,21.1933,-99.005,Hidalgo
Cosautlan,19.3333,-96.9833,Veracruz
Calnali,20.9,-98.5833,Hidalgo
Ignacio de la Llave,18.6618,-95.9721,Veracruz
Ajacuba,20.0833,-99.1167,Hidalgo
San Juan Lalana,17.4667,-95.8833,Oaxaca
Penamiller,21.0519,-99.815,Queretaro
Guadalupe Victoria,19.2833,-97.3333,Puebla
Jilotepec,19.6113,-96.9224,Veracruz
San Jacinto Amilpas,17.1,-96.7667,Oaxaca
Alfajayucan,20.4,-99.35,Hidalgo
Chalchihuitan,16.9667,-92.65,Chiapas
Chinampa de Gorostiza,21.3667,-97.7333,Veracruz
Santa Maria Petapa,16.8167,-95.1167,Oaxaca
Zapotlan de Juarez,19.9667,-98.85,Hidalgo
San Julian,21.0167,-102.1667,Jalisco
Chiconquiaco,19.75,-96.8167,Veracruz
Cardonal,20.6167,-99.1167,Hidalgo
Tenango de Doria,20.3356,-98.2267,Hidalgo
Ixhuatlan del Sureste,18.017,-94.38,Veracruz
Tasquillo,20.6167,-99.25,Hidalgo
Churumuco de Morelos,18.6167,-101.6333,Michoacan
Amatitan,20.8333,-103.7167,Jalisco
Chilcuautla,20.3333,-99.2333,Hidalgo
Huasca de Ocampo,20.2028,-98.5758,Hidalgo
San Pedro Tapanatepec,16.3667,-94.2,Oaxaca
Cadereyta,20.7,-99.8167,Queretaro
El Arenal,20.2167,-98.9167,Hidalgo
Nopala de Villagran,20.2528,-99.6433,Hidalgo
Tierra Blanca,21.1011,-100.1578,Guanajuato
Tepetzintla,21.1647,-97.8528,Veracruz
Zontecomatlan de Lopez y Fuentes,20.7667,-98.3333,Veracruz
Tlayacapan,18.9556,-98.9811,Morelos
Maxcanu,20.5833,-89.9833,Yucatan
Progreso,32.5842,-115.5842,Baja California
San Andres Timilpan,19.8667,-99.7333,Estado de Mexico
Cienega de Flores,25.95,-100.1833,Nuevo Leon
El Barrio de la Soledad,16.8,-95.1167,Oaxaca
Almoloya de Alquisiras,18.85,-99.85,Estado de Mexico
Santiago Ixtayutla,16.5667,-97.65,Oaxaca
El Porvenir de Velasco Suarez,15.4556,-92.2794,Chiapas
Santiago de Anaya,20.3844,-98.9647,Hidalgo
Acala,16.5533,-92.8069,Chiapas
Polotitlan de la Ilustracion,20.2231,-99.8147,Estado de Mexico
Zacualpan,18.7197,-99.78,Estado de Mexico
San Pedro Pochutla,15.7463,-96.4652,Oaxaca
Ixcatepec,21.2333,-98,Veracruz
Tianguistengo,20.7278,-98.6289,Hidalgo
Eloxochitlan,18.5088,-96.9227,Puebla
Ilamatlan,20.7833,-98.45,Veracruz
Espita,21.0128,-88.3047,Yucatan
Tocumbo,19.7,-102.5333,Michoacan
Cocotitlan,19.2167,-98.85,Estado de Mexico
Mazatlan Villa de Flores,18.0167,-96.9167,Oaxaca
Singuilucan,19.9675,-98.5178,Hidalgo
Ciudad Insurgentes,25.2617,-111.7744,Baja California Sur
Tapilula,17.25,-93.0167,Chiapas
Maravilla Tenejapa,16.1333,-91.2833,Chiapas
Olintla,20.1,-97.6833,Puebla
Santiago Amoltepec,16.6167,-97.5,Oaxaca
Tepetzintla,19.9667,-97.8333,Puebla
Emiliano Zapata,19.65,-98.55,Hidalgo
Santa Ana Maya,20,-101.0167,Michoacan
Mecatlan,20.2135,-97.6574,Veracruz
Tezoatlan de Segura y Luna,17.65,-97.8167,Oaxaca
Arroyo Seco,21.5472,-99.6883,Queretaro
Cuichapa,18.7667,-96.8667,Veracruz
Teotlaltzingo,19.2322,-98.5017,Puebla
Mixtla de Altamirano,18.6,-97,Veracruz
Tzintzuntzan,19.6283,-101.5789,Michoacan
Citlaltepec,21.3435,-97.892,Veracruz
Mineral del Monte,20.1333,-98.6667,Hidalgo
San Carlos Yautepec,16.5,-96.1,Oaxaca
Xichu,21.2997,-100.0553,Guanajuato
Jacala,21.0053,-99.1719,Hidalgo
Tlacolulan,19.6667,-97,Veracruz
Villa Aldama,19.65,-97.2333,Veracruz
Santa Cruz Itundujia,16.8667,-97.65,Oaxaca
Ojuelos de Jalisco,21.8642,-101.5933,Jalisco
Nacozari Viejo,30.42,-109.65,Sonora
Abasolo,24.0559,-98.3733,Tamaulipas
Tolcayuca,19.95,-98.9167,Morelos
Jose Maria Morelos,19.75,-88.7,Quintana Roo
Huandacareo,19.9906,-101.275,Michoacan
Temamatla,19.2028,-98.87,Estado de Mexico
Epazoyucan,20.0177,-98.6361,Hidalgo
Acuitzio del Canje,19.5,-101.3333,Michoacan
Chapantongo,20.2833,-99.4,Hidalgo
Imuris,30.7667,-110.8333,Sonora
Joquicingo,19.0556,-99.5467,Estado de Mexico
Mineral de Angangueo,19.6178,-100.2856,Michoacan
Jamapa,19.04,-96.24,Veracruz
San Nicolas Buenos Aires,19.1433,-97.4767,Puebla
Tepetlan,19.6667,-96.8,Veracruz
Texcatepec,20.5833,-98.3667,Veracruz
Tenango del Aire,19.1575,-98.8581,Estado de Mexico
San Juanito de Escobedo,20.8,-104,Jalisco
Soyaniquilpan,19.9892,-99.4361,Estado de Mexico
Tecoh,20.7419,-89.4744,Yucatan
Tezontepec,19.8833,-98.8167,Hidalgo
Totolapan,18.9869,-98.9197,Morelos
Tlachichilco,20.6217,-98.1994,Veracruz
Santa Catarina Ayotzingo,19.2647,-98.8975,Estado de Mexico
San Pablo Huixtepec,16.8167,-96.7833,Oaxaca
Villa Purificacion,19.7858,-104.7078,Jalisco
Almoloya,19.7,-98.4,Hidalgo
Lazaro Cardenas,28.3897,-105.6236,Chihuahua
Santiago Suchilquitongo,17.25,-96.8833,Oaxaca
Jaltocan,21.1333,-98.5383,Hidalgo
Coroneo,20.1333,-100.3333,Guanajuato
Molango,20.7844,-98.7175,Hidalgo
Teocuitatlan de Corona,20.0918,-103.3785,Jalisco
Chavinda,20.0167,-102.45,Michoacan
Hecelchakan,20.1667,-90.1333,Campeche
Santa Isabel Cholula,19,-98.3667,Puebla
Almoloya del Rio,19.1586,-99.4886,Morelos
Seye,20.8372,-89.3719,Yucatan
La Mision,21.1,-99.1333,Hidalgo
San Agustin de las Juntas,17,-96.7167,Oaxaca
San Pedro Huamelula,16.0167,-95.6667,Oaxaca
Santa Maria Ajoloapan,19.9692,-99.0353,Morelos
Coycoyan de las Flores,17.2713,-98.2741,Guerrero
Santa Cruz Atizapan,19.1756,-99.4886,Estado de Mexico
Cuicatlan,17.7255,-96.9222,Oaxaca
Monte Escobedo,22.3,-103.5667,Zacatecas
Amatenango del Valle,16.5333,-92.4333,Chiapas
Jilotlan de los Dolores,19.3708,-103.0197,Jalisco
Arteaga,25.4453,-100.8467,Coahuila de Zaragoza
Hostotipaquillo,21.0588,-104.0508,Jalisco
Nopaltepec,19.7819,-98.7125,Morelos
Huaniqueo de Morales,19.8946,-101.5122,Estado de Mexico
Tzitzio,19.4449,-100.9085,Michoacan
San Pedro Ixtlahuaca,17.05,-96.8167,Oaxaca
Lototla,20.8392,-98.7178,Hidalgo
Ecatzingo,18.95,-98.75,Estado de Mexico
Zacualpan de Amilpas,18.7836,-98.7594,Morelos
Puerto Morelos,20.8536,-86.8753,Quintana Roo
Caracuaro,18.9851,-101.0416,Michoacan
Tenabo,20.0333,-90.2167,Campeche
Tlahuiltepa,20.9233,-98.9497,Hidalgo
Santa Maria del Tule,17.0465,-96.6363,Oaxaca
Santo Domingo Petapa,16.8167,-95.1333,Oaxaca
Villa Chalcatongo de Hidalgo,17.0322,-97.5709,Oaxaca
Villa Morelos,20.0033,-101.4144,Estado de Mexico
Guerrero,28.5478,-107.4856,Chihuahua
San Francisco Ixhuatan,16.3514,-94.4836,Oaxaca
Tepechitlan,21.6667,-103.3333,Zacatecas
Santo Tomas de los Platanos,19.1817,-100.2589,Estado de Mexico
San Pablo Villa de Mitla,16.917,-96.4,Oaxaca
Tepetitlan,20.1842,-99.3808,Hidalgo
San Jose de Gracia,22.15,-102.4167,Aguascalientes
Santa Maria Xadani,16.3667,-95.0167,Oaxaca
San Joaquin,20.9833,-99.5,Queretaro
Ciudad Cerralvo,26.0899,-99.6147,Nuevo Leon
Valle de Guadalupe,21,-102.6167,Jalisco
Santa Barbara,26.8133,-105.8203,Chihuahua
Tlanalapa,19.8167,-98.6,Hidalgo
El Espinal,16.4906,-95.0444,Oaxaca
Santa Eulalia,28.5939,-105.8878,Chihuahua
Conkal,21.0733,-89.5208,Yucatan
Agua Blanca Iturbide,20.35,-98.35,Hidalgo
Cacalchen,20.9822,-89.2278,Yucatan
San Pablo Huitzo,17.2764,-96.8825,Oaxaca
Tumbiscatio de Ruiz,18.5167,-102.383,Michoacan
San Miguel del Puerto,15.9167,-96.1667,Oaxaca
San Sebastian Tecomaxtlahuaca,17.35,-98.0333,Oaxaca
Santiago Yosondua,16.8833,-97.5667,Oaxaca
Texmelucan,16.5833,-97.2,Oaxaca
Albarradas,17.0667,-96.2,Oaxaca
Dzidzantun,21.2472,-89.0417,Yucatan
San Miguel Quetzaltepec,16.9667,-95.8167,Oaxaca
Todos Santos,23.4486,-110.2233,Baja California Sur
Cosala,24.4125,-106.6917,Sinaloa
Solosuchiapa,17.4,-93.0167,Chiapas
Topolobampo,25.6056,-109.05,Sinaloa
Mineral del Chico,20.2031,-98.7478,Hidalgo
San Felipe Tejalapan,17.1111,-96.8542,Oaxaca
Kinchil,20.9161,-89.9469,Yucatan
Tonila,19.4261,-103.5319,Jalisco
Tenampa,19.25,-96.8833,Veracruz
Temax,21.1511,-88.9403,Yucatan
Mazapa,15.3833,-92.1833,Chiapas
Santa Maria del Oro,25.9333,-105.3667,Durango
Montecristo,15.7,-92.6,Chiapas
Chapultenango,17.3333,-93.1333,Chiapas
Villa Diaz Ordaz,16.9981,-96.4314,Oaxaca
Tecuanipan,19.0167,-98.4,Puebla
Sahuaripa,29.05,-109.2333,Sonora
Dzilam Gonzalez,21.28,-88.9292,Yucatan
Omitlan de Juarez,20.1697,-98.6478,Hidalgo
Teteles de Avila Castillo,19.85,-97.45,Puebla
El Centenario,24.1025,-110.4144,Baja California Sur
Francisco Leon,17.3167,-93.25,Chiapas
Homun,20.7386,-89.285,Yucatan
San Diego de Alejandria,20.8667,-101.9,Jalisco
Mapimi,25.8331,-103.8478,Durango
San Antonino Monteverde,17.5322,-97.7208,Oaxaca
Zapotitlan,20.0028,-97.6917,Puebla
Rosales,28.2,-105.55,Chihuahua
Colipa,19.9167,-96.7,Veracruz
Tomatlan,19.0293,-97.0095,Veracruz
Tlalnepantla,19.01,-99,Morelos
Zacualpan,20.4333,-98.35,Veracruz
Chichimila,20.6308,-88.2172,Yucatan
La Grandeza,15.5333,-92.2333,Chiapas
Santiago,18.45,-95.8333,Veracruz
Huautepec,18.1,-96.7833,Oaxaca
Ayotzintepec,17.6667,-96.1333,Oaxaca
Colonia Venustiano Carranza,32.2275,-115.1703,Baja California
Tlilapan,18.8,-97.1,Veracruz
Tlapanaloya,19.9358,-99.1019,Morelos
Sotuta,20.5968,-89.0082,Yucatan
Pinotepa de Don Luis,16.4333,-97.9667,Oaxaca
Tenamaxtlan,20.2167,-104.167,Jalisco
Tuzamapan,20.0833,-97.5667,Puebla
Xochicoatlan,20.7767,-98.68,Hidalgo
Tixpehual,20.9778,-89.4417,Yucatan
San Buenaventura,29.8333,-107.4667,Chihuahua
Texhuacan,18.6167,-97.0333,Veracruz
Ixtenco,19.2514,-97.8942,Tlaxcala
Samahil,20.8858,-89.8894,Yucatan
San Jose del Progreso,16.6833,-96.6833,Oaxaca
Santiago Yaveo,17.3333,-95.7,Oaxaca
Ocampo,22.8444,-99.3358,Tamaulipas
Puerto Aventuras,20.5117,-87.2342,Quintana Roo
Santiago Maravatio,20.1667,-101,Guanajuato
Tuxcueca,20.1553,-103.1847,Jalisco
San Juan Mixtepec,17.3,-97.8333,Oaxaca
Santa Lucia Monte Verde,16.95,-97.6667,Oaxaca
Tatatila,19.7,-97.1167,Veracruz
La Moncada,20.2667,-100.8,Guanajuato
Creel,27.7522,-107.6347,Chihuahua
Tetecala,18.7167,-99.3833,Morelos
Silacayoapam,17.5,-98.1333,Oaxaca
Gomez Farias,29.3583,-107.7361,Chihuahua
Ixtapan del Oro,19.2614,-100.2628,Estado de Mexico
Naco,31.3269,-109.9478,Sonora
Santa Maria Yucuhiti,17.0167,-97.7667,Oaxaca
Atengo,20.2167,-104.0833,Jalisco
Penon Blanco,24.7833,-104.0333,Durango
Nicolas Flores,20.7669,-99.1514,Hidalgo
Chiquilistlan,20.0856,-103.8939,Jalisco
Ixcateopan de Cuauhtemoc,18.5,-99.7933,Guerrero
San Antonio Canada,18.5,-97.2833,Puebla
Concepcion de Buenos Aires,19.8667,-103.15,Jalisco
Santa Catarina,21.1406,-100.0619,Guanajuato
Magdalena Tequisistlan,16.3992,-95.6033,Oaxaca
Los Reyes,18.6743,-97.0385,Veracruz
San Miguel Panixtlahuaca,16.2597,-97.3781,Oaxaca
San Juan Numi,17.4,-97.7,Oaxaca
Tancoco,21.2861,-97.7906,Veracruz
San Andres Huayapam,17.1,-96.6667,Oaxaca
San Sebastian del Oeste,20.8511,-104.819,Jalisco
Huejucar,22.3591,-103.2108,Jalisco
Atarjea,21.2678,-99.7183,Guanajuato
Xoxocotla,18.65,-97.15,Veracruz
San Nicolas Tolentino,22.2489,-100.5525,San Luis Potosi
San Simon de Guerrero,19.0225,-100.0067,Estado de Mexico
Valle de Juarez,19.8667,-102.8167,Jalisco
Teojomulco,16.6,-97.2333,Oaxaca
El Limon,19.75,-104.0167,Jalisco
Ixtapangajoya,17.4972,-93.0017,Chiapas
General Bravo,25.8,-99.1667,Nuevo Leon
Totontepec Villa de Morelos,17.2567,-96.0269,Oaxaca
Acula,18.5167,-95.7833,Veracruz
Lampazos de Naranjo,27.025,-100.5056,Nuevo Leon
Benjamin Hill,30.1667,-111.1,Sonora
Santiago Zacatepec,17.15,-95.9167,Oaxaca
San Cristobal Amatlan,16.3167,-96.4,Oaxaca
San Dionisio del Mar,16.3217,-94.7569,Oaxaca
Jalcomulco,19.3333,-96.7667,Veracruz
San Jeronimo Coatlan,16.2333,-96.8667,Oaxaca
Nautla,20.2167,-96.7833,Veracruz
Punta Prieta,28.9289,-114.1556,Baja California
Coatetelco,18.7294,-99.3256,Morelos
Ixtapa Zihuatanejo,17.6367,-101.5514,Guerrero
Vicam Pueblo,27.6422,-110.2897,Sonora
Tamchen,20.8753,-89.9319,Yucatan
General Zaragoza,23.8667,-97.8833,Tamaulipas
San Quintin,30.4837,-115.95,Baja California
San Francisco,20.5333,-102.5,Jalisco
Altata,24.6333,-107.9167,Sinaloa
