city_ascii,lat,lng,country,division
Tokyo,35.6897,139.6922,Japan,Asia
Jakarta,-6.2146,106.8451,Indonesia,Asia
Delhi,28.66,77.23,India,Asia
Mumbai,18.9667,72.8333,India,Asia
Manila,14.6,120.9833,Philippines,Asia
Shanghai,31.1667,121.4667,China,Asia
Sao Paulo,-23.5504,-46.6339,Brazil,Oceania
Seoul,37.56,126.99,"Korea, South",Asia
Mexico City,19.4333,-99.1333,Mexico,North America
Guangzhou,23.1288,113.259,China,Asia
Beijing,39.905,116.3914,China,Asia
Cairo,30.0561,31.2394,Egypt,Africa
New York,40.6943,-73.9249,United States,North America
Kolkata,22.5411,88.3378,India,Asia
Moscow,55.7558,37.6178,Russia,Europe
Bangkok,13.75,100.5167,Thailand,Asia
Buenos Aires,-34.5997,-58.3819,Argentina,Oceania
Shenzhen,22.535,114.054,China,Asia
Dhaka,23.7289,90.3944,Bangladesh,Asia
Lagos,6.45,3.4,Nigeria,Africa
Istanbul,41.01,28.9603,Turkey,Asia
Osaka,34.75,135.4601,Japan,Asia
Karachi,24.86,67.01,Pakistan,Asia
Bangalore,12.9699,77.598,India,Asia
Tehran,35.7,51.4167,Iran,Asia
Kinshasa,-4.3233,15.3081,Congo (Kinshasa),Africa
Ho Chi Minh City,10.8167,106.6333,Vietnam,Asia
Los Angeles,34.1139,-118.4068,United States,North America
Rio de Janeiro,-22.9083,-43.1964,Brazil,Oceania
Nanyang,32.9987,112.5292,China,Asia
Baoding,38.8671,115.4845,China,Asia
Chennai,13.0825,80.275,India,Asia
Chengdu,30.66,104.0633,China,Asia
Lahore,31.5497,74.3436,Pakistan,Asia
Paris,48.8566,2.3522,France,Europe
London,51.5072,-0.1275,United Kingdom,Europe
Linyi,35.0606,118.3425,China,Asia
Tianjin,39.1467,117.2056,China,Asia
Shijiazhuang,38.0422,114.5086,China,Asia
Zhoukou,33.625,114.6418,China,Asia
Lima,-12.05,-77.0333,Peru,Oceania
Hyderabad,17.3667,78.4667,India,Asia
Handan,36.6116,114.4894,China,Asia
Bogota,4.6126,-74.0705,Colombia,Oceania
Weifang,36.7167,119.1,China,Asia
Nagoya,35.1167,136.9333,Japan,Asia
Wuhan,30.5872,114.2881,China,Asia
Heze,35.2333,115.4333,China,Asia
Ganzhou,25.8292,114.9336,China,Asia
Tongshan,34.261,117.1859,China,Asia
Chicago,41.8373,-87.6862,United States,North America
Luanda,-8.8383,13.2344,Angola,Africa
Changsha,28.1987,112.9709,China,Asia
Fuyang,32.8986,115.8045,China,Asia
Kuala Lumpur,3.1478,101.6953,Malaysia,Asia
Jining,35.4,116.5667,China,Asia
Dongguan,23.0475,113.7493,China,Asia
Jinan,36.6667,116.9833,China,Asia
Foshan,23.0292,113.1056,China,Asia
Hanoi,21.0245,105.8412,Vietnam,Asia
Pune,18.5196,73.8553,India,Asia
Chongqing,29.5628,106.5528,China,Asia
Changchun,43.9,125.2,China,Asia
Zhumadian,32.9773,114.0253,China,Asia
Ningbo,29.875,121.5492,China,Asia
Cangzhou,38.3037,116.8452,China,Asia
Nanjing,32.05,118.7667,China,Asia
Hefei,31.8639,117.2808,China,Asia
Ahmedabad,23.03,72.58,India,Asia
Hong Kong,22.305,114.185,Hong Kong,Asia
Zhanjiang,21.1967,110.4031,China,Asia
Shaoyang,27.2418,111.4725,China,Asia
Hengyang,26.8968,112.5857,China,Asia
Khartoum,15.6031,32.5265,Sudan,Africa
Nantong,31.9829,120.8873,China,Asia
Yancheng,33.3936,120.1339,China,Asia
Nanning,22.8192,108.315,China,Asia
Xi'an,34.2667,108.9,China,Asia
Shenyang,41.8039,123.4258,China,Asia
Tangshan,39.6292,118.1742,China,Asia
Santiago,-33.45,-70.6667,Chile,Oceania
Zhengzhou,34.7492,113.6605,China,Asia
Shangqiu,34.4259,115.6467,China,Asia
Yantai,37.3997,121.2664,China,Asia
Riyadh,24.65,46.71,Saudi Arabia,Asia
Dar es Salaam,-6.8,39.2833,Tanzania,Africa
Xinyang,32.1264,114.0672,China,Asia
Shangrao,28.4419,117.9633,China,Asia
Luoyang,34.6587,112.4245,China,Asia
Bijie,27.3019,105.2863,China,Asia
Quanzhou,24.9139,118.5858,China,Asia
Hangzhou,30.25,120.1675,China,Asia
Miami,25.7839,-80.2102,United States,North America
Huanggang,30.45,114.875,China,Asia
Maoming,21.6618,110.9178,China,Asia
Kunming,25.0433,102.7061,China,Asia
Nanchong,30.7991,106.0784,China,Asia
Zunyi,27.705,106.9336,China,Asia
Jieyang,23.5533,116.3649,China,Asia
Lu'an,31.7542,116.5078,China,Asia
Yichun,27.8041,114.383,China,Asia
Madrid,40.4167,-3.7167,Spain,Europe
Changde,29.0397,111.6839,China,Asia
Taizhou,28.6583,121.4221,China,Asia
Liaocheng,36.45,115.9833,China,Asia
Qujing,25.5102,103.8029,China,Asia
Surat,21.17,72.83,India,Asia
Baghdad,33.35,44.4167,Iraq,Asia
Qingdao,36.1167,120.4,China,Asia
Singapore,1.3,103.8,Singapore,Asia
Dallas,32.7936,-96.7662,United States,North America
Dazhou,31.2152,107.4947,China,Asia
Suzhou,33.6333,116.9683,China,Asia
Xiangyang,32.0654,112.1531,China,Asia
Philadelphia,40.0077,-75.1339,United States,North America
Giza,29.987,31.2118,Egypt,Africa
Nairobi,-1.2864,36.8172,Kenya,Africa
Nangandao,35.2992,113.8851,China,Asia
Ankara,39.93,32.85,Turkey,Asia
Tai'an,36.2001,117.0809,China,Asia
Yulin,22.6293,110.1507,China,Asia
Dezhou,37.4513,116.3105,China,Asia
Houston,29.7863,-95.3889,United States,North America
Atlanta,33.7627,-84.4224,United States,North America
Yongzhou,26.4515,111.5953,China,Asia
Rangoon,16.8,96.15,Myanmar,Asia
Toronto,43.7417,-79.3733,Canada,North America
Suihua,46.6384,126.9808,China,Asia
Washington,38.9047,-77.0163,United States,North America
Qiqihar,47.3398,123.9512,China,Asia
Jinhua,29.1046,119.6494,China,Asia
Saint Petersburg,59.95,30.3167,Russia,Europe
Shantou,23.3735,116.6941,China,Asia
Sydney,-33.865,151.2094,Australia,Oceania
Weinan,34.4996,109.4684,China,Asia
Suqian,33.9331,118.2831,China,Asia
Guadalajara,20.6767,-103.3475,Mexico,North America
Suzhou,31.304,120.6164,China,Asia
Fuzhou,26.0769,119.2917,China,Asia
Zhaotong,27.3328,103.7144,China,Asia
Pudong,31.2231,121.5397,China,Asia
Belo Horizonte,-19.9281,-43.9419,Brazil,Oceania
Zhangzhou,24.5093,117.6612,China,Asia
Bozhou,33.8626,115.7742,China,Asia
Melbourne,-37.8136,144.9631,Australia,Oceania
Nanchang,28.6842,115.8872,China,Asia
Xianyang,34.35,108.7167,China,Asia
Taizhou,32.4831,119.9,China,Asia
Surabaya,-7.2458,112.7378,Indonesia,Asia
Abidjan,5.3364,-4.0267,Ivory Coast,Africa
Huaihua,27.5494,109.9592,China,Asia
Ji'an,27.1172,114.9793,China,Asia
Mianyang,31.4669,104.7385,China,Asia
Xiaoganzhan,30.9273,113.911,China,Asia
Shaoxing,30,120.5833,China,Asia
Alexandria,31.2,29.9167,Egypt,Africa
Yuncheng,35.0304,110.998,China,Asia
Pingdingshan,33.735,113.2999,China,Asia
Huizhou,23.1115,114.4152,China,Asia
Huai'an,33.5,119.1331,China,Asia
Xinpu,34.5906,119.1801,China,Asia
Chenzhou,25.7989,113.0267,China,Asia
Guilin,25.2667,110.2833,China,Asia
Jiujiang,29.7048,116.0021,China,Asia
Anqing,30.5,117.0333,China,Asia
Boston,42.3188,-71.0846,United States,North America
Huanglongsi,34.7936,114.3403,China,Asia
Jiangmen,22.5833,113.0833,China,Asia
Changzhou,31.8122,119.9692,China,Asia
Barcelona,41.3825,2.1769,Spain,Europe
Wuxi,31.5667,120.2833,China,Asia
Zibo,36.7831,118.0497,China,Asia
Jiaxing,30.7522,120.75,China,Asia
Dalian,38.9,121.6,China,Asia
Hengshui,37.7348,115.686,China,Asia
Harbin,45.75,126.6333,China,Asia
Yangzhou,32.3912,119.4363,China,Asia
Yibin,28.7596,104.64,China,Asia
Johannesburg,-26.2044,28.0416,South Africa,Africa
Yiyang,28.5833,112.3333,China,Asia
Meizhou,24.2998,116.1191,China,Asia
Chifeng,42.2663,118.9223,China,Asia
Casablanca,33.5992,-7.62,Morocco,Africa
Guiyang,26.5794,106.7078,China,Asia
Langfang,39.5196,116.7006,China,Asia
Zhangjiakou,40.8108,114.8811,China,Asia
Izmir,38.4127,27.1384,Turkey,Asia
Linfen,36.0812,111.5087,China,Asia
Wenzhou,27.9991,120.6561,China,Asia
Monterrey,25.6667,-100.3,Mexico,North America
Luzhou,28.8918,105.4409,China,Asia
Jiangguanchi,34.0244,113.8201,China,Asia
Neijiang,29.5872,105.0635,China,Asia
Phoenix,33.5722,-112.0891,United States,North America
Yanjiang,30.1256,104.6397,China,Asia
Zhaoqing,23.05,112.4667,China,Asia
Xiaoxita,30.7083,111.2803,China,Asia
Guigang,23.0961,109.6092,China,Asia
Xiamen,24.4797,118.0819,China,Asia
Chuzhou,32.3062,118.3115,China,Asia
Fuzhou,27.9814,116.3577,China,Asia
Zhuzhou,27.8407,113.1469,China,Asia
Amman,31.95,35.9333,Jordan,Asia
Jeddah,21.5428,39.1728,Saudi Arabia,Asia
Loudi,27.7378,111.9974,China,Asia
Deyang,31.1289,104.395,China,Asia
Qingyuan,23.6842,113.0507,China,Asia
Wuhu,31.334,118.3622,China,Asia
Hechi,23.0965,109.6091,China,Asia
Seattle,47.6211,-122.3244,United States,North America
Binzhou,37.3806,118.0125,China,Asia
Yokohama,35.4333,139.6333,Japan,Asia
Liuzhou,24.3264,109.4281,China,Asia
Baojishi,34.3609,107.1751,China,Asia
Guang'an,30.4673,106.6336,China,Asia
Hanzhong,33.0794,107.026,China,Asia
Kabul,34.5328,69.1658,Afghanistan,Asia
Zaozhuang,34.8667,117.55,China,Asia
Berlin,52.5167,13.3833,Germany,Europe
Anshan,41.1066,122.9895,China,Asia
Lanzhou,36.0617,103.8318,China,Asia
Chengde,40.9739,117.9322,China,Asia
San Francisco,37.7562,-122.443,United States,North America
Puyang,35.7639,115.03,China,Asia
Suining,30.5098,105.5737,China,Asia
Jiaozuo,35.229,113.2304,China,Asia
Bengbu,32.9354,117.3531,China,Asia
Montreal,45.5089,-73.5617,Canada,North America
Detroit,42.3834,-83.1024,United States,North America
Baicheng,23.901,106.6194,China,Asia
Busan,35.1,129.0403,"Korea, South",Asia
Algiers,36.7764,3.0586,Algeria,Africa
Qincheng,34.5809,105.7311,China,Asia
Taiyuan,37.8733,112.5425,China,Asia
Shiyan,32.6351,110.7755,China,Asia
Lucknow,26.847,80.947,India,Asia
Chaoyang,41.5757,120.4486,China,Asia
Hechi,24.6928,108.085,China,Asia
Leshan,29.5854,103.7575,China,Asia
Yulinshi,38.2655,109.7388,China,Asia
Siping,43.1715,124.3644,China,Asia
Zhongshan,22.5333,113.35,China,Asia
Changzhi,36.1953,113.097,China,Asia
San Diego,32.8312,-117.1225,United States,North America
Faisalabad,31.418,73.079,Pakistan,Asia
Santa Cruz,-17.7892,-63.1975,Bolivia,Oceania
Qinhuangdao,39.9398,119.5881,China,Asia
Bazhou,31.8576,106.7559,China,Asia
Zhenjiang,32.2109,119.4551,China,Asia
Urumqi,43.8225,87.6125,China,Asia
Tongliao,43.6172,122.264,China,Asia
Heyuan,23.7503,114.6923,China,Asia
Tongren,27.7233,109.1885,China,Asia
Qinzhou,21.95,108.6167,China,Asia
Jaipur,26.9167,75.8667,India,Asia
Xinzhou,38.4178,112.7233,China,Asia
Addis Ababa,9.0272,38.7369,Ethiopia,Africa
Meishan,30.0575,103.8381,China,Asia
Brasilia,-15.7939,-47.8828,Brazil,Oceania
Mashhad,36.3069,59.6042,Iran,Asia
Jinzhou,41.1144,121.1292,China,Asia
Tieling,42.2841,123.8365,China,Asia
Shaoguan,24.8011,113.5927,China,Asia
Kuwait City,29.375,47.98,Kuwait,Asia
Shanwei,22.7664,115.3331,China,Asia
Minneapolis,44.9635,-93.2678,United States,North America
Kyiv,50.45,30.5236,Ukraine,Europe
Sanaa,15.35,44.2,Yemen,Asia
Quezon City,14.6333,121.0333,Philippines,Asia
Dingxi,35.5806,104.6263,China,Asia
Incheon,37.4639,126.6486,"Korea, South",Asia
Bursa,40.1833,29.0667,Turkey,Asia
Ningde,26.6667,119.5167,China,Asia
Tampa,27.9942,-82.4451,United States,North America
Daqing,46.5979,125.008,China,Asia
Birmingham,52.48,-1.9025,United Kingdom,Europe
Putian,25.4394,119.0103,China,Asia
Huzhou,30.8695,120.0958,China,Asia
Salvador,-12.9708,-38.5108,Brazil,Oceania
Wuzhou,23.4833,111.3167,China,Asia
Xiangtan,27.8431,112.9228,China,Asia
Denver,39.7621,-104.8759,United States,North America
Rome,41.8931,12.4828,Italy,Europe
La Paz,-16.4942,-68.1475,Bolivia,Oceania
Pyongyang,39.03,125.73,"Korea, North",Asia
Kano,12,8.5167,Nigeria,Africa
Taichung,24.15,120.6667,Taiwan,Asia
Omdurman,15.6835,32.4629,Sudan,Africa
Zigong,29.3498,104.7645,China,Asia
Mudanjiang,44.5861,129.5997,China,Asia
Huludao,40.7094,120.8378,China,Asia
Kaohsiung,22.6167,120.3,Taiwan,Asia
Guayaquil,-2.1833,-79.8833,Ecuador,Oceania
Rizhao,35.4164,119.4331,China,Asia
Manchester,53.4794,-2.2453,United Kingdom,Europe
Cawnpore,26.4725,80.3311,India,Asia
Baotou,40.6562,109.8345,China,Asia
Taipei,25.0478,121.5319,Taiwan,Asia
Nanping,26.6448,118.1728,China,Asia
Chaozhou,23.67,116.63,China,Asia
Longyan,25.0881,117.0244,China,Asia
Ibadan,7.3964,3.9167,Nigeria,Africa
Hohhot,40.8151,111.6629,China,Asia
Antananarivo,-18.9386,47.5214,Madagascar,Africa
Longba,33.535,105.349,China,Asia
Weihai,37.5,122.1,China,Asia
Chattogram,22.335,91.8325,Bangladesh,Asia
Santo Domingo,18.4764,-69.8933,Dominican Republic,North America
Xuanzhou,30.9475,118.7518,China,Asia
Sanming,26.2658,117.6302,China,Asia
Brooklyn,40.6501,-73.9496,United States,North America
Yangjiang,21.8556,111.9627,China,Asia
Medellin,6.2447,-75.5748,Colombia,Oceania
Yunfu,22.9242,112.0353,China,Asia
Brisbane,-27.4678,153.0281,Australia,Oceania
Baoshan,25.1211,99.169,China,Asia
Dubai,25.2697,55.3094,United Arab Emirates,Asia
Luohe,33.583,114.0109,China,Asia
Qinbaling,35.7278,107.64,China,Asia
Mirzapur,25.15,82.58,India,Asia
Guangyuan,32.4353,105.8398,China,Asia
Cali,3.44,-76.5197,Colombia,Oceania
Huangshi,30.2018,115.0326,China,Asia
Daegu,35.8667,128.6,"Korea, South",Asia
Fortaleza,-3.7275,-38.5275,Brazil,Oceania
Guatemala City,14.6099,-90.5252,Guatemala,North America
Yaounde,3.8578,11.5181,Cameroon,Africa
Douala,4.05,9.7,Cameroon,Africa
Jilin,43.85,126.55,China,Asia
Lianshan,40.7503,120.83,China,Asia
Lincang,23.8864,100.0871,China,Asia
Antalya,36.9081,30.6956,Turkey,Asia
Tashkent,41.3,69.2667,Uzbekistan,Asia
Bandung,-6.95,107.5667,Indonesia,Asia
Nagpur,21.1539,79.0831,India,Asia
Huainan,32.4831,117.0164,China,Asia
Dandong,40.1167,124.3833,China,Asia
Shangzhou,33.868,109.9244,China,Asia
Bekasi,-6.2333,107,Indonesia,Asia
Ghaziabad,28.6667,77.4167,India,Asia
Tijuana,32.525,-117.0333,Mexico,North America
Jiamusi,46.8081,130.3653,China,Asia
Accra,5.6037,-0.187,Ghana,Africa
Yuxi,24.3495,102.5432,China,Asia
Anshun,26.2456,105.934,China,Asia
Vancouver,49.25,-123.1,Canada,North America
Tangerang,-6.1783,106.6319,Indonesia,Asia
Konya,37.8714,32.4847,Turkey,Asia
Queens,40.7498,-73.7976,United States,North America
Yingkou,40.6653,122.2297,China,Asia
Adana,37,35.325,Turkey,Asia
Medan,3.6667,98.6667,Indonesia,Asia
Sanmenxia,34.7736,111.195,China,Asia
Indore,22.7206,75.8472,India,Asia
Ma'anshan,31.7135,118.3605,China,Asia
Pingliang,35.5412,106.6819,China,Asia
Quzhou,28.9545,118.8763,China,Asia
Baku,40.3667,49.8352,Azerbaijan,Europe
Gaoping,30.7804,106.13,China,Asia
Huaibei,33.9562,116.789,China,Asia
Xining,36.6239,101.7787,China,Asia
Harare,-17.8292,31.0522,Zimbabwe,Africa
Yan'an,36.5952,109.4863,China,Asia
Havana,23.1367,-82.3589,Cuba,North America
Phnom Penh,11.5696,104.921,Cambodia,Asia
Fukuoka,33.6,130.4167,Japan,Asia
Mogadishu,2.0408,45.3425,Somalia,Africa
Jincheng,35.4906,112.8483,China,Asia
Puning,23.2993,116.1586,China,Asia
Lishui,28.45,119.9167,China,Asia
Qingyang,24.8141,118.5792,China,Asia
Riverside,33.9381,-117.3948,United States,North America
Baltimore,39.3051,-76.6144,United States,North America
Haiphong,20.8,106.6667,Vietnam,Asia
Las Vegas,36.2333,-115.2654,United States,North America
Laibin,23.7333,109.2333,China,Asia
Rawalpindi,33.6007,73.0679,Pakistan,Asia
Kumasi,6.6833,-1.6167,Ghana,Africa
Portland,45.5372,-122.65,United States,North America
Vadodara,22.3,73.2,India,Asia
Perth,-31.9522,115.8589,Australia,Oceania
San Antonio,29.4658,-98.5253,United States,North America
Vishakhapatnam,17.7333,83.3167,India,Asia
Gujranwala,32.15,74.1833,Pakistan,Asia
Gaziantep,37.0667,37.3833,Turkey,Asia
Fushun,41.8708,123.8917,China,Asia
St. Louis,38.6358,-90.2451,United States,North America
Bamako,12.6458,-7.9922,Mali,Africa
Quito,-0.2186,-78.5097,Ecuador,Oceania
Minsk,53.9022,27.5618,Belarus,Europe
Pingxiang,27.6333,113.85,China,Asia
Chongzuo,22.4167,107.3667,China,Asia
Sanliurfa,37.1583,38.7917,Turkey,Asia
Kananga,-5.897,22.4488,Congo (Kinshasa),Africa
Peshawar,34,71.5,Pakistan,Asia
Sapporo,43.0621,141.3544,Japan,Asia
Hezhou,24.4164,111.5478,China,Asia
Jixi,45.2937,130.965,China,Asia
Caracas,10.5,-66.9333,Venezuela,Oceania
Fuxin,42.0127,121.6486,China,Asia
Aleppo,36.2,37.15,Syria,Asia
Almaty,43.25,76.9,Kazakhstan,Asia
Dayr az Zawr,35.3333,40.15,Syria,Asia
Vienna,48.2083,16.3731,Austria,Europe
Leeds,53.7997,-1.5492,United Kingdom,Europe
Sacramento,38.5667,-121.4683,United States,North America
Blantyre,-15.7861,35.0058,Malawi,Africa
Tainan,22.9833,120.1833,Taiwan,Asia
Zhuhai,22.2769,113.5678,China,Asia
Bucharest,44.4,26.0833,Romania,Europe
Wuwei,37.9278,102.6329,China,Asia
Bhopal,23.25,77.4167,India,Asia
Curitiba,-25.4297,-49.2719,Brazil,Oceania
Multan,30.1978,71.4711,Pakistan,Asia
Xiping,40.08,113.3,China,Asia
Asuncion,-25.3,-57.6333,Paraguay,Oceania
Saidu Sharif,34.75,72.3572,Pakistan,Asia
Hamburg,53.55,10,Germany,Europe
Meru,0.05,37.65,Kenya,Africa
Brazzaville,-4.2667,15.2833,Congo (Brazzaville),Africa
Orlando,28.4772,-81.3369,United States,North America
Mersin,36.8,34.6167,Turkey,Asia
Kyoto,35.0111,135.7669,Japan,Asia
Manaus,-3.1,-60.0167,Brazil,Oceania
Liaoyang,41.2643,123.1772,China,Asia
Baiyin,36.5448,104.1766,China,Asia
San Jose,37.3019,-121.8486,United States,North America
Warsaw,52.2167,21.0333,Poland,Europe
Shengli,37.45,118.4667,China,Asia
Lubumbashi,-11.6697,27.4581,Congo (Kinshasa),Africa
Haikou,20.02,110.32,China,Asia
Damascus,33.5131,36.2919,Syria,Asia
Shuyangzha,34.1299,118.7734,China,Asia
Brussels,50.8333,4.3333,Belgium,Europe
Esfahan,32.6447,51.6675,Iran,Asia
Budapest,47.4983,19.0408,Hungary,Europe
Heihe,50.2458,127.4886,China,Asia
Lusaka,-15.4167,28.2833,Zambia,Africa
Hyderabad City,25.3792,68.3683,Pakistan,Asia
Diyarbakir,37.9108,40.2367,Turkey,Asia
Chinchvad,18.6278,73.8131,India,Asia
Shuozhou,39.3408,112.4292,China,Asia
Cleveland,41.4767,-81.6804,United States,North America
Pittsburgh,40.4396,-79.9762,United States,North America
Patna,25.61,85.1414,India,Asia
Mosul,36.3667,43.1167,Iraq,Asia
Austin,30.3004,-97.7522,United States,North America
Sanzhou,30.82,108.4,China,Asia
Mecca,21.4225,39.8261,Saudi Arabia,Asia
Conakry,9.5092,-13.7122,Guinea,Africa
Kampala,0.3136,32.5811,Uganda,Africa
Ecatepec,19.6097,-99.06,Mexico,North America
Cincinnati,39.1413,-84.5061,United States,North America
Makassar,-5.1331,119.4136,Indonesia,Asia
Yushan,31.3867,120.9766,China,Asia
Ludhiana,30.9083,75.8486,India,Asia
Newcastle,55.0077,-1.6578,United Kingdom,Europe
Depok,-6.394,106.8225,Indonesia,Asia
Zhongli,24.965,121.2168,Taiwan,Asia
Kansas City,39.1239,-94.5541,United States,North America
Ouagadougou,12.3572,-1.5353,Burkina Faso,Africa
Davao,7.0667,125.6,Philippines,Asia
Manhattan,40.7834,-73.9662,United States,North America
Semarang,-6.9667,110.4167,Indonesia,Asia
Yinchuan,38.4795,106.2254,China,Asia
Caloocan City,14.65,120.9667,Philippines,Asia
Novosibirsk,55.0333,82.9167,Russia,Europe
Chengtangcun,35.0833,117.15,China,Asia
Agra,27.18,78.02,India,Asia
Karaj,35.8327,50.9915,Iran,Asia
Indianapolis,39.7771,-86.1458,United States,North America
Jingdezhen,29.2942,117.2036,China,Asia
Puebla,19.0333,-98.1833,Mexico,North America
Kalyan,19.2502,73.1602,India,Asia
Madurai,9.9197,78.1194,India,Asia
Benxi,41.292,123.761,China,Asia
Jamshedpur,22.8,86.1833,India,Asia
Recife,-8.0539,-34.8808,Brazil,Oceania
Columbus,39.9862,-82.985,United States,North America
Tabriz,38.0833,46.2833,Iran,Asia
Maracaibo,10.6333,-71.6333,Venezuela,Oceania
Zhangjiajie,29.1255,110.4844,China,Asia
Beihai,21.4667,109.1,China,Asia
Shuangyashan,46.6388,131.1545,China,Asia
Kobe,34.6913,135.183,Japan,Asia
Charlotte,35.208,-80.8304,United States,North America
Yucheng,29.9888,103.0007,China,Asia
Changshu,31.65,120.7333,China,Asia
Lianjiang,21.6146,110.2794,China,Asia
Ximeicun,24.9633,118.3811,China,Asia
Jianguang,28.1958,115.7833,China,Asia
Madinat as Sadis min Uktubar,29.9361,30.9269,Egypt,Africa
Xushan,30.1697,121.2665,China,Asia
Belem,-1.4558,-48.5039,Brazil,Oceania
Guiping,23.4,110.0833,China,Asia
Leizhou,20.9147,110.0806,China,Asia
Gwangju,35.1667,126.9167,"Korea, South",Asia
Nasik,20,73.7833,India,Asia
Porto Alegre,-30.0328,-51.23,Brazil,Oceania
Valencia,10.1667,-68,Venezuela,Oceania
Onitsha,6.1667,6.7833,Nigeria,Africa
Virginia Beach,36.7335,-76.0435,United States,North America
Daejeon,36.351,127.385,"Korea, South",Asia
Munich,48.1372,11.5755,Germany,Europe
Auckland,-36.85,174.7833,New Zealand,Oceania
Yekaterinburg,56.8356,60.6128,Russia,Europe
Huangshan,29.7132,118.3151,China,Asia
Huazhou,32.6889,112.0447,China,Asia
Shiraz,29.61,52.5425,Iran,Asia
Pizhou,34.3422,118.0097,China,Asia
Palembang,-2.9833,104.7644,Indonesia,Asia
Leon de los Aldama,21.1167,-101.6833,Mexico,North America
El Kelaa des Srarhna,32.05,-7.4,Morocco,Africa
Kharkiv,50,36.2292,Ukraine,Europe
